Id,Genus
NC_043660.1,Alphachrysovirus
NC_043661.1,Alphachrysovirus
NC_043662.1,Alphachrysovirus
NC_043663.1,Alphachrysovirus
NC_043664.1,Alphachrysovirus
NC_043665.1,Alphachrysovirus
NC_043666.1,Alphachrysovirus
NC_043667.1,Alphachrysovirus
NC_043668.1,Alphachrysovirus
NC_043669.1,Betachrysovirus
NC_043670.1,Betachrysovirus
NC_043671.1,Betachrysovirus
NC_043672.1,Betachrysovirus
NC_043673.1,Orthobunyavirus
NC_043674.1,Orthobunyavirus
NC_043675.1,Orthobunyavirus
NC_043676.1,Alphachrysovirus
NC_043677.1,Alphachrysovirus
NC_043678.1,Alphachrysovirus
NC_043679.1,Laulavirus
NC_043680.1,Laulavirus
NC_043681.1,Laulavirus
NC_043682.1,Salisharnavirus
NC_043683.1,Magoulivirus
NC_043684.1,Nepovirus
NC_043685.1,Nepovirus
NC_043686.1,Orthobunyavirus
NC_043687.1,Orthobunyavirus
NC_043688.1,Orthobunyavirus
NC_043689.1,Orthobunyavirus
NC_043690.1,Orthobunyavirus
NC_043691.1,Orthobunyavirus
NC_043692.1,Orthobunyavirus
NC_043693.1,Orthobunyavirus
NC_043694.1,Orthobunyavirus
NC_043697.1,Orthobunyavirus
NC_043698.1,Orthobunyavirus
NC_043699.1,Orthobunyavirus
NC_042068.1,Cystovirus
NC_042069.1,Cystovirus
NC_042070.1,Cystovirus
NC_042071.1,Cystovirus
NC_042072.1,Cystovirus
NC_042073.1,Cystovirus
NC_006213.1,Betacoronavirus
NC_040876.1,Norovirus
NC_040307.1,Unknown_genus
NC_040357.1,Unknown_genus
NC_040358.1,Unknown_genus
NC_040360.1,Unknown_genus
NC_040361.1,Alphamononivirus
NC_040384.1,Unknown_genus
NC_040385.1,Unknown_genus
NC_040387.1,Gammapartitivirus
NC_040388.1,Gammapartitivirus
NC_040389.1,Unknown_genus
NC_040390.1,Unknown_genus
NC_040391.1,Unknown_genus
NC_040392.1,Ilarvirus
NC_040393.1,Ilarvirus
NC_040394.1,Ilarvirus
NC_040395.1,Botybirnavirus
NC_040396.1,Botybirnavirus
NC_040397.1,Unknown_genus
NC_040398.1,Unknown_genus
NC_040399.1,Nepovirus
NC_040400.1,Nepovirus
NC_040401.1,Blunervirus
NC_040402.1,Blunervirus
NC_040403.1,Blunervirus
NC_040404.1,Blunervirus
NC_040405.1,Rotavirus
NC_040406.1,Rotavirus
NC_040407.1,Rotavirus
NC_040408.1,Rotavirus
NC_040409.1,Rotavirus
NC_040410.1,Rotavirus
NC_040411.1,Rotavirus
NC_040412.1,Rotavirus
NC_040413.1,Rotavirus
NC_040414.1,Rotavirus
NC_040415.1,Rotavirus
NC_040416.1,Nepovirus
NC_040417.1,Nepovirus
NC_040418.1,Polymycovirus
NC_040419.1,Polymycovirus
NC_040420.1,Polymycovirus
NC_040421.1,Polymycovirus
NC_040422.1,Polymycovirus
NC_040423.1,Polymycovirus
NC_040424.1,Polymycovirus
NC_040425.1,Polymycovirus
NC_040426.1,Antennavirus
NC_040427.1,Antennavirus
NC_040428.1,Antennavirus
NC_040429.1,Unknown_genus
NC_040430.1,Unknown_genus
NC_040431.1,Unknown_genus
NC_040432.1,Unknown_genus
NC_040433.1,Unknown_genus
NC_040434.1,Mitovirus
NC_040435.1,Ilarvirus
NC_040436.1,Ilarvirus
NC_040437.1,Ilarvirus
NC_040438.1,Picobirnavirus
NC_040439.1,Picobirnavirus
NC_040440.1,Cypovirus
NC_040441.1,Cypovirus
NC_040442.1,Cypovirus
NC_040443.1,Cypovirus
NC_040444.1,Cypovirus
NC_040445.1,Cypovirus
NC_040446.1,Cypovirus
NC_040447.1,Cypovirus
NC_040448.1,Tenuivirus
NC_040449.1,Tenuivirus
NC_040450.1,Tenuivirus
NC_040451.1,Tenuivirus
NC_040452.1,Tenuivirus
NC_040453.1,Tenuivirus
NC_040454.1,Tenuivirus
NC_040455.1,Tenuivirus
NC_040456.1,Alphapartitivirus
NC_040457.1,Alphapartitivirus
NC_040458.1,Orthonairovirus
NC_040459.1,Orthonairovirus
NC_040460.1,Orthonairovirus
NC_040461.1,Unknown_genus
NC_040462.1,Unknown_genus
NC_040463.1,Unknown_genus
NC_040464.1,Antennavirus
NC_040465.1,Antennavirus
NC_040466.1,Antennavirus
NC_040467.1,Unknown_genus
NC_040468.1,Unknown_genus
NC_040469.1,Ilarvirus
NC_040470.1,Ilarvirus
NC_040471.1,Ilarvirus
NC_040472.1,Unknown_genus
NC_040473.1,Unknown_genus
NC_040474.1,Orbivirus
NC_040475.1,Orbivirus
NC_040476.1,Orbivirus
NC_040477.1,Orbivirus
NC_040478.1,Orbivirus
NC_040479.1,Orbivirus
NC_040480.1,Orbivirus
NC_040481.1,Orbivirus
NC_040482.1,Orbivirus
NC_040483.1,Unknown_genus
NC_040484.1,Unknown_genus
NC_040485.1,Betachrysovirus
NC_040486.1,Betachrysovirus
NC_040487.1,Betachrysovirus
NC_040488.1,Betachrysovirus
NC_040489.1,Betachrysovirus
NC_040490.1,Betachrysovirus
NC_040491.1,Betachrysovirus
NC_040492.1,Uukuvirus
NC_040493.1,Uukuvirus
NC_040494.1,Uukuvirus
NC_040495.1,Unknown_genus
NC_040496.1,Unknown_genus
NC_040497.1,Unknown_genus
NC_040498.1,Unknown_genus
NC_040499.1,Unknown_genus
NC_040500.1,Unknown_genus
NC_040501.1,Unknown_genus
NC_040502.1,Unknown_genus
NC_040503.1,Unknown_genus
NC_040504.1,Unknown_genus
NC_040505.1,Unknown_genus
NC_040506.1,Unknown_genus
NC_040507.1,Bymovirus
NC_040508.1,Bymovirus
NC_040509.1,Alphachrysovirus
NC_040510.1,Alphachrysovirus
NC_040511.1,Alphachrysovirus
NC_040512.1,Orthonairovirus
NC_040513.1,Orthonairovirus
NC_040514.1,Orthonairovirus
NC_040515.1,Unknown_genus
NC_040516.1,Unknown_genus
NC_040517.1,Unknown_genus
NC_040518.1,Unknown_genus
NC_040529.1,Unknown_genus
NC_040530.1,Unknown_genus
NC_040532.1,Unknown_genus
NC_040534.1,Unknown_genus
NC_040535.1,Unknown_genus
NC_040540.1,Unknown_genus
NC_040542.1,Unknown_genus
NC_040543.1,Mitovirus
NC_040545.1,Vitivirus
NC_040549.1,Luteovirus
NC_040551.1,Unknown_genus
NC_040552.1,Badnavirus
NC_040554.1,Vitivirus
NC_040555.1,Unknown_genus
NC_040556.1,Maculavirus
NC_040558.1,Alphaendornavirus
NC_040559.1,Mitovirus
NC_040560.1,Mitovirus
NC_040561.1,Unknown_genus
NC_040563.1,Mitovirus
NC_040564.1,Vitivirus
NC_040565.1,Marafivirus
NC_040568.1,Capillovirus
NC_040570.1,Closterovirus
NC_040571.1,Narnavirus
NC_040572.1,Closterovirus
NC_040574.1,Unknown_genus
NC_040575.1,Unknown_genus
NC_040582.1,Closterovirus
NC_040584.1,Unknown_genus
NC_040585.1,Mitovirus
NC_040586.1,Waikavirus
NC_040587.1,Unknown_genus
NC_040588.1,Unknown_genus
NC_040589.1,Unknown_genus
NC_040590.1,Unknown_genus
NC_040591.1,Unknown_genus
NC_040592.1,Unknown_genus
NC_040593.1,Unknown_genus
NC_040594.1,Unknown_genus
NC_040599.1,Merhavirus
NC_040601.1,Unknown_genus
NC_040602.1,Almendravirus
NC_040605.1,Sapelovirus
NC_040608.1,Unknown_genus
NC_040609.1,Unknown_genus
NC_040610.1,Flavivirus
NC_040611.1,Dicipivirus
NC_040613.1,Unknown_genus
NC_040614.1,Unknown_genus
NC_040616.1,Vitivirus
NC_040622.1,Badnavirus
NC_040627.1,Unknown_genus
NC_040630.1,Vitivirus
NC_040631.1,Betaendornavirus
NC_040632.1,Giardiavirus
NC_040633.1,Unknown_genus
NC_040635.1,Badnavirus
NC_040636.1,Negevirus
NC_040641.1,Narnavirus
NC_040642.1,Unknown_genus
NC_040643.1,Unknown_genus
NC_040644.1,Potexvirus
NC_040645.1,Unknown_genus
NC_040646.1,Unknown_genus
NC_040647.1,Unknown_genus
NC_040649.1,Deltaflexivirus
NC_040650.1,Potyvirus
NC_040653.1,Victorivirus
NC_040654.1,Unknown_genus
NC_040656.1,Mitovirus
NC_040657.1,Unknown_genus
NC_040658.1,Unknown_genus
NC_040659.1,Unknown_genus
NC_040660.1,Unknown_genus
NC_040661.1,Unknown_genus
NC_040662.1,Unknown_genus
NC_040663.1,Unknown_genus
NC_040664.1,Zarhavirus
NC_040669.1,Unknown_genus
NC_040670.1,Unknown_genus
NC_040673.1,Tremovirus
NC_040674.1,Norovirus
NC_040675.1,Unknown_genus
NC_040678.1,Unknown_genus
NC_040680.1,Luteovirus
NC_040682.1,Flavivirus
NC_040683.1,Unknown_genus
NC_040684.1,Unknown_genus
NC_040685.2,Tobamovirus
NC_040689.1,Unknown_genus
NC_040690.1,Unknown_genus
NC_040692.1,Badnavirus
NC_040693.1,Badnavirus
NC_040702.1,Mitovirus
NC_040703.1,Carlavirus
NC_040704.1,Unknown_genus
NC_040710.1,Unknown_genus
NC_040711.1,Unknown_genus
NC_040712.1,Dioscovirus
NC_040713.1,Aureusvirus
NC_040716.1,Unknown_genus
NC_040717.1,Unknown_genus
NC_040719.1,Orthohepadnavirus
NC_040722.1,Closterovirus
NC_040723.1,Unknown_genus
NC_040724.1,Iflavirus
NC_040725.1,Unknown_genus
NC_040726.1,Mitovirus
NC_040730.1,Thogotovirus
NC_040731.1,Thogotovirus
NC_040732.1,Thogotovirus
NC_040733.1,Thogotovirus
NC_040734.1,Thogotovirus
NC_040735.1,Thogotovirus
NC_040736.1,Betachrysovirus
NC_040737.1,Betachrysovirus
NC_040738.1,Betachrysovirus
NC_040739.1,Betachrysovirus
NC_040740.1,Betachrysovirus
NC_040741.1,Orthotospovirus
NC_040742.1,Orthotospovirus
NC_040743.1,Orthotospovirus
NC_040752.1,Picobirnavirus
NC_040753.1,Picobirnavirus
NC_040754.1,Unknown_genus
NC_040755.1,Unknown_genus
NC_040756.1,Unknown_genus
NC_040757.1,Unknown_genus
NC_040758.1,Unknown_genus
NC_040759.1,Unknown_genus
NC_040760.1,Unknown_genus
NC_040761.1,Unknown_genus
NC_040762.1,Mammarenavirus
NC_040763.1,Mammarenavirus
NC_040764.1,Unknown_genus
NC_040765.1,Unknown_genus
NC_040766.1,Unknown_genus
NC_040767.1,Unknown_genus
NC_040768.1,Orthocurvulavirus
NC_040769.1,Orthocurvulavirus
NC_040770.1,Orthonairovirus
NC_040771.1,Orthonairovirus
NC_040772.1,Orthonairovirus
NC_040773.1,Unknown_genus
NC_040774.1,Unknown_genus
NC_040775.1,Unknown_genus
NC_040776.1,Flavivirus
NC_040777.1,Unknown_genus
NC_040778.1,Unknown_genus
NC_040784.1,Unknown_genus
NC_040786.1,Cytorhabdovirus
NC_040788.1,Flavivirus
NC_040790.1,Unknown_genus
NC_040791.1,Unknown_genus
NC_040793.1,Victorivirus
NC_040795.1,Unknown_genus
NC_040796.1,Metaavulavirus
NC_040797.1,Ravavirus
NC_040798.1,Unknown_genus
NC_040799.1,Alphaendornavirus
NC_040800.1,Prunevirus
NC_040802.1,Potyvirus
NC_040807.1,Badnavirus
NC_040808.1,Badnavirus
NC_040809.1,Badnavirus
NC_040813.1,Negevirus
NC_040815.1,Hepacivirus
NC_040816.1,Mitovirus
NC_040819.1,Mitovirus
NC_040820.1,Unknown_genus
NC_040825.1,Unknown_genus
NC_040828.1,Unknown_genus
NC_040829.1,Narnavirus
NC_040830.1,Unknown_genus
NC_040832.1,Unknown_genus
NC_040834.1,Closterovirus
NC_040835.1,Unknown_genus
NC_040836.1,Arepavirus
NC_040837.1,Unknown_genus
NC_040840.1,Closterovirus
NC_040841.1,Unknown_genus
NC_040842.1,Potexvirus
NC_040844.1,Mitovirus
NC_040846.1,Unknown_genus
NC_040847.1,Orbivirus
NC_039897.1,Norovirus
NC_039475.1,Norovirus
NC_039476.1,Norovirus
NC_039477.1,Norovirus
NC_039345.1,Ebolavirus
NC_039199.1,Metapneumovirus
NC_011547.1,Deltacoronavirus
NC_038236.1,Vesiculovirus
NC_038257.1,Phasivirus
NC_038258.1,Phasivirus
NC_038259.1,Phasivirus
NC_038261.1,Phasivirus
NC_038262.1,Phasivirus
NC_038263.1,Phasivirus
NC_038268.1,Orthobornavirus
NC_038269.1,Peropuvirus
NC_038270.1,Respirovirus
NC_038271.1,Orthorubulavirus
NC_038272.1,Orthopneumovirus
NC_038273.1,Orthohantavirus
NC_038274.1,Orthohantavirus
NC_038275.1,Hapavirus
NC_038276.1,Ledantevirus
NC_038277.1,Perhabdovirus
NC_038278.1,Sigmavirus
NC_038279.1,Sigmavirus
NC_038280.1,Sigmavirus
NC_038281.1,Sigmavirus
NC_038282.1,Tibrovirus
NC_038283.1,Tibrovirus
NC_038284.1,Tupavirus
NC_038285.1,Vesiculovirus
NC_038286.1,Vesiculovirus
NC_038287.1,Vesiculovirus
NC_038288.1,Orthotospovirus
NC_038289.1,Orthotospovirus
NC_038290.1,Orthotospovirus
NC_038291.1,Betaarterivirus
NC_038292.1,Iotaarterivirus
NC_038293.1,Epsilonarterivirus
NC_038294.1,Betacoronavirus
NC_038295.1,Bafinivirus
NC_038296.1,Alphamesonivirus
NC_038297.1,Alphamesonivirus
NC_038298.1,Orthohantavirus
NC_038299.1,Orthohantavirus
NC_038300.1,Orthohantavirus
NC_038301.1,Iflavirus
NC_038302.1,Iflavirus
NC_038303.1,Aphthovirus
NC_038304.1,Avisivirus
NC_038305.1,Cardiovirus
NC_038306.1,Enterovirus
NC_038307.1,Enterovirus
NC_038308.1,Enterovirus
NC_038309.1,Enterovirus
NC_038310.1,Enterovirus
NC_038311.1,Enterovirus
NC_038312.1,Enterovirus
NC_038313.1,Hepatovirus
NC_038314.1,Hepatovirus
NC_038315.1,Hepatovirus
NC_038316.1,Hepatovirus
NC_038317.1,Kunsagivirus
NC_038318.1,Mosavirus
NC_038319.1,Parechovirus
NC_038320.1,Sequivirus
NC_038321.1,Bacillarnavirus
NC_038322.1,Carlavirus
NC_038323.1,Carlavirus
NC_038324.1,Carlavirus
NC_038325.1,Prunevirus
NC_038326.1,Vitivirus
NC_038327.1,Marafivirus
NC_038328.1,Marafivirus
NC_038329.1,Tymovirus
NC_038330.1,Tymovirus
NC_038331.1,Unknown_genus
NC_038335.1,Omegatetravirus
NC_038364.1,Mammarenavirus
NC_038365.1,Mammarenavirus
NC_038366.1,Mammarenavirus
NC_038367.1,Mammarenavirus
NC_038368.1,Mamastrovirus
NC_038373.1,Orthohantavirus
NC_038374.1,Orthohantavirus
NC_038378.1,Badnavirus
NC_038379.1,Badnavirus
NC_038380.1,Badnavirus
NC_038381.1,Badnavirus
NC_038382.1,Badnavirus
NC_038383.1,Orthohantavirus
NC_038384.1,Orthohantavirus
NC_038419.1,Closterovirus
NC_038420.1,Unknown_genus
NC_038421.1,Velarivirus
NC_038422.1,Alphaendornavirus
NC_038423.1,Orthohantavirus
NC_038424.1,Orthohantavirus
NC_038425.1,Hepacivirus
NC_038426.1,Hepacivirus
NC_038427.1,Hepacivirus
NC_038428.1,Hepacivirus
NC_038429.1,Hepacivirus
NC_038430.1,Hepacivirus
NC_038431.1,Hepacivirus
NC_038432.1,Hepacivirus
NC_038433.1,Pegivirus
NC_038434.1,Pegivirus
NC_038435.1,Pegivirus
NC_038436.1,Pegivirus
NC_038437.1,Pegivirus
NC_038446.1,Orthohantavirus
NC_038447.1,Orthohantavirus
NC_038503.1,Orthohepadnavirus
NC_038504.1,Orthohepevirus
NC_038505.1,Orthohantavirus
NC_038506.1,Orthohantavirus
NC_038509.1,Unknown_genus
NC_038510.1,Unknown_genus
NC_038512.1,Errantivirus
NC_038513.1,Mobatvirus
NC_038514.1,Mobatvirus
NC_038515.1,Mobatvirus
NC_038528.1,Orthohantavirus
NC_038529.1,Orthohantavirus
NC_038530.1,Orthohantavirus
NC_038560.1,Macluravirus
NC_038561.1,Macluravirus
NC_038562.1,Potyvirus
NC_038563.1,Potyvirus
NC_038564.1,Orbivirus
NC_038565.1,Orbivirus
NC_038566.1,Orbivirus
NC_038567.1,Orbivirus
NC_038568.1,Orbivirus
NC_038569.1,Orbivirus
NC_038570.1,Orbivirus
NC_038571.1,Orbivirus
NC_038572.1,Orbivirus
NC_038573.1,Orbivirus
NC_038574.1,Orbivirus
NC_038575.1,Orbivirus
NC_038576.1,Orbivirus
NC_038577.1,Orbivirus
NC_038578.1,Orbivirus
NC_038579.1,Orbivirus
NC_038580.1,Orbivirus
NC_038581.1,Orbivirus
NC_038582.1,Orbivirus
NC_038583.1,Orbivirus
NC_038584.1,Orbivirus
NC_038585.1,Orbivirus
NC_038586.1,Orbivirus
NC_038587.1,Orbivirus
NC_038588.1,Orbivirus
NC_038589.1,Orbivirus
NC_038590.1,Orbivirus
NC_038591.1,Orbivirus
NC_038592.1,Orbivirus
NC_038593.1,Orbivirus
NC_038594.1,Orbivirus
NC_038595.1,Orbivirus
NC_038596.1,Orbivirus
NC_038597.1,Orbivirus
NC_038598.1,Orbivirus
NC_038599.1,Orbivirus
NC_038600.1,Orbivirus
NC_038601.1,Orbivirus
NC_038602.1,Orbivirus
NC_038603.1,Orbivirus
NC_038604.1,Orbivirus
NC_038605.1,Orbivirus
NC_038606.1,Orbivirus
NC_038607.1,Orbivirus
NC_038608.1,Orbivirus
NC_038609.1,Orbivirus
NC_038610.1,Orbivirus
NC_038611.1,Orbivirus
NC_038612.1,Orbivirus
NC_038613.1,Orbivirus
NC_038614.1,Orbivirus
NC_038615.1,Orbivirus
NC_038616.1,Orbivirus
NC_038617.1,Orbivirus
NC_038618.1,Orbivirus
NC_038619.1,Orbivirus
NC_038620.1,Orbivirus
NC_038621.1,Orbivirus
NC_038622.1,Orbivirus
NC_038623.1,Orbivirus
NC_038624.1,Aquareovirus
NC_038625.1,Aquareovirus
NC_038626.1,Aquareovirus
NC_038627.1,Aquareovirus
NC_038628.1,Aquareovirus
NC_038629.1,Aquareovirus
NC_038630.1,Aquareovirus
NC_038631.1,Aquareovirus
NC_038632.1,Aquareovirus
NC_038633.1,Aquareovirus
NC_038634.1,Aquareovirus
NC_038635.1,Aquareovirus
NC_038636.1,Aquareovirus
NC_038637.1,Aquareovirus
NC_038638.1,Aquareovirus
NC_038639.1,Aquareovirus
NC_038640.1,Aquareovirus
NC_038641.1,Aquareovirus
NC_038642.1,Aquareovirus
NC_038643.1,Aquareovirus
NC_038644.1,Aquareovirus
NC_038645.1,Cypovirus
NC_038646.1,Cypovirus
NC_038647.1,Cypovirus
NC_038648.1,Cypovirus
NC_038649.1,Cypovirus
NC_038650.1,Cypovirus
NC_038651.1,Cypovirus
NC_038652.1,Cypovirus
NC_038653.1,Fijivirus
NC_038654.1,Fijivirus
NC_038655.1,Fijivirus
NC_038656.1,Fijivirus
NC_038657.1,Mycoreovirus
NC_038658.1,Orthoreovirus
NC_038659.1,Orthoreovirus
NC_038660.1,Orthoreovirus
NC_038661.1,Orthoreovirus
NC_038662.1,Orthoreovirus
NC_038663.1,Orthoreovirus
NC_038664.1,Orthoreovirus
NC_038665.1,Orthoreovirus
NC_038666.1,Orthoreovirus
NC_038667.1,Orthoreovirus
NC_038668.1,Gammaretrovirus
NC_038669.1,Lentivirus
NC_038670.1,Alphavirus
NC_038671.1,Alphavirus
NC_038672.1,Alphavirus
NC_038673.1,Alphavirus
NC_038674.1,Alphavirus
NC_038675.1,Alphavirus
NC_038690.1,Tombusvirus
NC_038691.1,Tombusvirus
NC_038692.1,Tombusvirus
NC_038693.1,Tombusvirus
NC_038694.1,Orthohantavirus
NC_038695.1,Orthohantavirus
NC_038696.1,Orthohantavirus
NC_038697.1,Totivirus
NC_038698.1,Totivirus
NC_038699.1,Totivirus
NC_038700.1,Trichomonasvirus
NC_038701.1,Albetovirus
NC_038703.1,Tobamovirus
NC_038704.1,Orthohantavirus
NC_038705.1,Orthohantavirus
NC_038706.1,Jonvirus
NC_038707.1,Jonvirus
NC_038708.1,Jonvirus
NC_038709.1,Orthonairovirus
NC_038710.1,Orthonairovirus
NC_038711.1,Orthonairovirus
NC_038712.1,Herbevirus
NC_038713.1,Herbevirus
NC_038714.1,Herbevirus
NC_038715.1,Orthobunyavirus
NC_038716.1,Orthobunyavirus
NC_038717.1,Orthobunyavirus
NC_038718.1,Orthobunyavirus
NC_038719.1,Orthobunyavirus
NC_038720.1,Orthobunyavirus
NC_038721.1,Orthobunyavirus
NC_038722.1,Orthobunyavirus
NC_038723.1,Orthobunyavirus
NC_038724.1,Orthobunyavirus
NC_038725.1,Orthobunyavirus
NC_038726.1,Orthobunyavirus
NC_038727.1,Orthobunyavirus
NC_038728.1,Orthobunyavirus
NC_038729.1,Orthobunyavirus
NC_038730.1,Orthobunyavirus
NC_038731.1,Orthobunyavirus
NC_038732.1,Orthobunyavirus
NC_038733.1,Orthobunyavirus
NC_038734.1,Orthobunyavirus
NC_038735.1,Orthobunyavirus
NC_038736.1,Orthobunyavirus
NC_038737.1,Orthobunyavirus
NC_038738.1,Orthobunyavirus
NC_038739.1,Orthobunyavirus
NC_038740.1,Orthobunyavirus
NC_038741.1,Orthobunyavirus
NC_038742.1,Orthobunyavirus
NC_038743.1,Orthobunyavirus
NC_038744.1,Comovirus
NC_038745.1,Orthophasmavirus
NC_038746.1,Orthophasmavirus
NC_038747.1,Orthophasmavirus
NC_038748.1,Tenuivirus
NC_038749.1,Tenuivirus
NC_038750.1,Tenuivirus
NC_038751.1,Tenuivirus
NC_038752.1,Tenuivirus
NC_038753.1,Tenuivirus
NC_038754.1,Tenuivirus
NC_038755.1,Dichorhavirus
NC_038756.1,Dichorhavirus
NC_038757.1,Tenuivirus
NC_038758.1,Tenuivirus
NC_038759.1,Fabavirus
NC_038760.1,Fabavirus
NC_038761.1,Nepovirus
NC_038762.1,Nepovirus
NC_038763.1,Nepovirus
NC_038764.1,Nepovirus
NC_038765.1,Nepovirus
NC_038766.1,Nepovirus
NC_038767.1,Nepovirus
NC_038768.1,Nepovirus
NC_038769.1,Emaravirus
NC_038770.1,Emaravirus
NC_038771.1,Emaravirus
NC_038772.1,Emaravirus
NC_038773.1,Emaravirus
NC_038774.1,Benyvirus
NC_038775.1,Benyvirus
NC_038776.1,Ilarvirus
NC_038777.1,Ilarvirus
NC_038778.1,Alphachrysovirus
NC_038779.1,Alphachrysovirus
NC_038780.1,Alphachrysovirus
NC_038781.1,Alphachrysovirus
NC_038782.1,Alphachrysovirus
NC_038783.1,Alphachrysovirus
NC_038784.1,Alphachrysovirus
NC_038785.1,Alphachrysovirus
NC_038786.1,Crinivirus
NC_038787.1,Crinivirus
NC_038788.1,Crinivirus
NC_038789.1,Crinivirus
NC_038817.1,Quaranjavirus
NC_038818.1,Quaranjavirus
NC_038819.1,Quaranjavirus
NC_038820.1,Quaranjavirus
NC_038821.1,Quaranjavirus
NC_038822.1,Quaranjavirus
NC_038823.1,Alphapartitivirus
NC_038824.1,Alphapartitivirus
NC_038825.1,Alphapartitivirus
NC_038826.1,Alphapartitivirus
NC_038827.1,Alphapartitivirus
NC_038828.1,Alphapartitivirus
NC_038829.1,Alphapartitivirus
NC_038830.1,Alphapartitivirus
NC_038831.1,Alphapartitivirus
NC_038832.1,Alphapartitivirus
NC_038833.1,Alphapartitivirus
NC_038834.1,Alphapartitivirus
NC_038835.1,Alphapartitivirus
NC_038836.1,Alphapartitivirus
NC_038837.1,Betapartitivirus
NC_038838.1,Betapartitivirus
NC_038839.1,Betapartitivirus
NC_038840.1,Betapartitivirus
NC_038841.1,Betapartitivirus
NC_038842.1,Betapartitivirus
NC_038843.1,Cryspovirus
NC_038844.1,Cryspovirus
NC_038845.1,Deltapartitivirus
NC_038846.1,Deltapartitivirus
NC_038847.1,Deltapartitivirus
NC_038848.1,Cilevirus
NC_038849.1,Cilevirus
NC_038850.1,Furovirus
NC_038851.1,Furovirus
NC_038852.1,Emaravirus
NC_038853.1,Emaravirus
NC_038854.1,Emaravirus
NC_038855.1,Emaravirus
NC_038856.1,Emaravirus
NC_038857.1,Alphavirus
NC_038858.1,Gammaretrovirus
NC_038861.1,Alphacoronavirus
NC_038862.1,Nepovirus
NC_038863.1,Nepovirus
NC_038864.1,Allexivirus
NC_038865.1,Carlavirus
NC_038866.1,Tymovirus
NC_038867.1,Tymovirus
NC_038869.1,Telnavirus
NC_038870.1,Telnavirus
NC_038871.1,Alphachrysovirus
NC_038872.1,Alphachrysovirus
NC_038873.1,Alphachrysovirus
NC_038874.1,Alphachrysovirus
NC_038878.1,Enterovirus
NC_038880.1,Rosavirus
NC_038882.1,Hepacivirus
NC_038912.1,Pestivirus
NC_038915.1,Alphapartitivirus
NC_038916.1,Alphapartitivirus
NC_038917.1,Gammapartitivirus
NC_038918.1,Gammapartitivirus
NC_038919.1,Picobirnavirus
NC_038920.1,Ipomovirus
NC_038922.1,Alpharetrovirus
NC_038923.1,Gammaretrovirus
NC_038927.1,Tombusvirus
NC_038928.1,Victorivirus
NC_038929.1,Victorivirus
NC_038930.1,Victorivirus
NC_038932.1,Hordeivirus
NC_038933.1,Hordeivirus
NC_038934.1,Tenuivirus
NC_038935.1,Tenuivirus
NC_038936.1,Tenuivirus
NC_038938.1,Orthohantavirus
NC_038939.1,Orthohantavirus
NC_038940.1,Orthohantavirus
NC_038941.1,Orthobunyavirus
NC_038942.1,Orthobunyavirus
NC_038943.1,Orthobunyavirus
NC_038944.1,Phytoreovirus
NC_038945.1,Phytoreovirus
NC_038946.1,Phytoreovirus
NC_038947.1,Phytoreovirus
NC_038948.1,Phytoreovirus
NC_038949.1,Phytoreovirus
NC_038950.1,Phytoreovirus
NC_038951.1,Phytoreovirus
NC_038952.1,Phytoreovirus
NC_038957.1,Megrivirus
NC_038961.1,Shanbavirus
NC_038964.1,Pestivirus
NC_038966.1,Carlavirus
NC_038977.1,Deltaflexivirus
NC_038979.1,Deltaflexivirus
NC_038984.1,Potyvirus
NC_038986.1,Badnavirus
NC_038987.1,Badnavirus
NC_038989.1,Enterovirus
NC_038995.1,Badnavirus
NC_039002.1,Bevemovirus
NC_039004.1,Megrivirus
NC_039005.1,Reptarenavirus
NC_039006.1,Reptarenavirus
NC_039007.1,Reptarenavirus
NC_039008.1,Reptarenavirus
NC_039009.1,Mammarenavirus
NC_039010.1,Mammarenavirus
NC_039011.1,Mammarenavirus
NC_039012.1,Mammarenavirus
NC_039013.1,Carbovirus
NC_039014.1,Carbovirus
NC_039015.1,Metaavulavirus
NC_039016.1,Orthoavulavirus
NC_039017.1,Orthoavulavirus
NC_039018.1,Orthoavulavirus
NC_039019.1,Orthoavulavirus
NC_039020.1,Ledantevirus
NC_039021.1,Tibrovirus
NC_039022.1,Felispumavirus
NC_039023.1,Prosimiispumavirus
NC_039024.1,Simiispumavirus
NC_039025.1,Simiispumavirus
NC_039026.1,Simiispumavirus
NC_039027.1,Simiispumavirus
NC_039028.1,Simiispumavirus
NC_039029.1,Simiispumavirus
NC_039030.1,Simiispumavirus
NC_039031.1,Simiispumavirus
NC_039035.1,Unknown_genus
NC_039072.1,Fabavirus
NC_039073.1,Fabavirus
NC_039074.1,Ilarvirus
NC_039075.1,Ilarvirus
NC_039076.1,Ilarvirus
NC_039077.1,Fabavirus
NC_039078.1,Fabavirus
NC_039085.1,Simiispumavirus
NC_039087.1,Vitivirus
NC_039088.1,Macluravirus
NC_039183.1,Orthobunyavirus
NC_039184.1,Orthobunyavirus
NC_039185.1,Orthobunyavirus
NC_039186.1,Orthobunyavirus
NC_039187.1,Orthobunyavirus
NC_039188.1,Orthobunyavirus
NC_039189.1,Orthobornavirus
NC_039190.1,Orthobornavirus
NC_039191.1,Phlebovirus
NC_039192.1,Phlebovirus
NC_039193.1,Phlebovirus
NC_039194.1,Metaavulavirus
NC_039195.1,Metaavulavirus
